iterations,slope,intercept
366000,610.1803900879161,226380.3526619055
366500,610.1762555950661,226380.6158691868
367000,610.1721732511645,226380.87575659706
367500,610.1681423984566,226381.1323660099
368000,610.1641623874684,226381.3857387716
368500,610.1602325769359,226381.63591570593
369000,610.1563523336655,226381.88293712283
369500,610.1525210324645,226382.12684282288
370000,610.1487380560148,226382.36767210538
370500,610.1450027947867,226382.60546377377
371000,610.1413146469432,226382.8402561418
371500,610.1376730182392,226383.07208703994
372000,610.1340773219198,226383.3009938217
372500,610.1305269786391,226383.52701336908
373000,610.1270214163446,226383.75018209967
373500,610.1235600702125,226383.9705359709
374000,610.1201423825332,226384.18811048727
374500,610.1167678026413,226384.40294070492
375000,610.1134357868135,226384.61506123797
375500,610.1101457981733,226384.8245062647
376000,610.1068973066274,226385.03130953157
376500,610.1036897887766,226385.23550435874
377000,610.1005227278129,226385.43712364708
377500,610.0973956134426,226385.63619988246
378000,610.094307941813,226385.83276514077
378500,610.0912592154277,226386.0268510934
379000,610.088248943061,226386.2184890123
379500,610.0852766396965,226386.40770977436
380000,610.0823418264184,226386.59454386792
380500,610.0794440303677,226386.77902139587
381000,610.0765827846283,226386.96117208264
381500,610.0737576281955,226387.14102527648
382000,610.0709681058621,226387.31860995642
382500,610.0682137681792,226387.49395473496
383000,610.0654941713548,226387.66708786457
383500,610.0628088771971,226387.83803724105
384000,610.060157453033,226388.00683040894
384500,610.0575394716658,226388.17349456417
385000,610.0549545112747,226388.3380565604
385500,610.0524021553539,226388.50054291292
386000,610.0498819926662,226388.66097980167
386500,610.0473936171522,226388.81939307693
387000,610.0449366278785,226388.97580826265
387500,610.0425106289613,226389.13025056125
388000,610.0401152295177,226389.28274485693
388500,610.0377500435922,226389.4333157201
389000,610.0354146900892,226389.58198741183
389500,610.033108792734,226389.72878388624
390000,610.0308319800008,226389.87372879512
390500,610.0285838850338,226390.01684549308
391000,610.0263641456082,226390.15815703978
391500,610.0241724040765,226390.29768620347
392000,610.0220083072937,226390.43545546595
392500,610.0198715065744,226390.57148702495
393000,610.0177616576336,226390.70580279807
393500,610.0156784205094,226390.83842442778
394000,610.0136214595603,226390.96937328143
394500,610.0115904433604,226391.09867045804
395000,610.0095850446534,226391.2263367912
395500,610.0076049403234,226391.35239285085
396000,610.0056498113465,226391.47685894652
396500,610.0037193426866,226391.59975513382
397000,610.0018132233025,226391.72110121397
397500,609.9999311460781,226391.8409167385
398000,609.998072807763,226391.95922101263
398500,609.996237908934,226392.07603309813
399000,609.9944261539462,226392.19137181612
399500,609.9926372508859,226392.30525575014
400000,609.9908709115165,226392.41770324978
400500,609.9891268512374,226392.52873243307
401000,609.9874047890428,226392.6383611892
401500,609.9857044474666,226392.74660718208
402000,609.9840255525439,226392.8534878526
402500,609.9823678337583,226392.9590204223
403000,609.980731024016,226393.0632218946
403500,609.9791148595916,226393.1661090587
404000,609.977519080078,226393.2676984924
404500,609.975943428368,226393.3680065635
405000,609.9743876505792,226393.46704943455
405500,609.9728514960319,226393.56484306406
406000,609.9713347172258,226393.6614032083
406500,609.9698370697639,226393.75674542584
407000,609.9683583123508,226393.8508850779
407500,609.9668982067195,226393.9438373329
408000,609.9654565176123,226394.03561716762
408500,609.9640330127324,226394.12623937035
409000,609.962627462729,226394.21571854193
409500,609.9612396411243,226394.3040691002
410000,609.9598693243103,226394.39130528038
410500,609.9585162915001,226394.47744113798
411000,609.9571803246865,226394.5624905517
411500,609.9558612086133,226394.64646722501
412000,609.954558730742,226394.72938468837
412500,609.9532726812115,226394.81125630182
413000,609.9520028528049,226394.89209525712
413500,609.9507490409225,226394.9719145793
414000,609.94951104355,226395.05072712887
414500,609.948288661218,226395.1285456043
415000,609.9470816969699,226395.20538254414
415500,609.9458899563382,226395.28125032844
416000,609.9447132473003,226395.35616118158
416500,609.9435513802666,226395.4301271731
417000,609.9424041680251,226395.5031602212
417500,609.9412714257379,226395.57527209286
418000,609.9401529708898,226395.6464744073
418500,609.9390486232735,226395.71677863668
419000,609.9379582049569,226395.7861961084
419500,609.9368815402393,226395.85473800785
420000,609.9358184556439,226395.92241537877
420500,609.9347687798922,226395.98923912496
421000,609.9337323438544,226396.05522001346
421500,609.9327089805302,226396.12036867574
422000,609.9316985250329,226396.18469560868
422500,609.9307008145599,226396.24821117654
423000,609.9297156883412,226396.3109256141
423500,609.9287429876663,226396.37284902512
424000,609.9277825558044,226396.4339913873
424500,609.9268342380152,226396.4943625516
425000,609.9258978814859,226396.55397224624
425500,609.9249733353596,226396.61283007503
426000,609.924060450669,226396.67094552144
426500,609.9231590803197,226396.72832794962
427000,609.9222690790839,226396.78498660502
427500,609.9213903035599,226396.84093061677
428000,609.9205226121611,226396.89616899844
428500,609.9196658650791,226396.95071065045
429000,609.9188199242681,226397.00456436092
429500,609.9179846534341,226397.0577388066
430000,609.9171599179908,226397.11024255533
430500,609.9163455850544,226397.16208406675
431000,609.9155415234154,226397.2132716938
431500,609.9147476035221,226397.26381368388
432000,609.9139636974473,226397.31371818105
432500,609.9131896788984,226397.36299322525
433000,609.912425423154,226397.4116467564
433500,609.9116708070791,226397.45968661347
434000,609.9109257090862,226397.50712053681
434500,609.9101900091209,226397.55395616931
435000,609.9094635886448,226397.60020105727
435500,609.9087463306162,226397.64586265173
436000,609.9080381194628,226397.6909483101
436500,609.9073388410726,226397.73546529698
437000,609.9066483827822,226397.77942078465
437500,609.9059666333427,226397.82282185537
438000,609.9052934829075,226397.86567550208
438500,609.9046288230129,226397.90798862974
439000,609.9039725465766,226397.94976805538
439500,609.9033245478468,226397.99102051128
440000,609.902684722413,226398.03175264434
440500,609.9020529671889,226398.0719710172
441000,609.9014291803854,226398.11168210985
441500,609.900813261498,226398.15089232055
442000,609.9002051112847,226398.18960796722
442500,609.8996046317585,226398.22783528778
443000,609.8990117261666,226398.2655804417
443500,609.8984262989788,226398.30284951048
444000,609.8978482558666,226398.33964849927
444500,609.8972775036937,226398.37598333723
445000,609.8967139505012,226398.41185987857
445500,609.8961575054875,226398.44728390384
446000,609.8956080789953,226398.48226112078
446500,609.8950655824892,226398.51679716562
447000,609.8945299285748,226398.55089760205
447500,609.8940010309439,226398.5845679245
448000,609.893478804373,226398.61781355846
448500,609.8929631647239,226398.65063986028
449000,609.8924540289062,226398.6830521196
449500,609.8919513148919,226398.71505555842
450000,609.8914549416845,226398.7466553331
450500,609.8909648292986,226398.77785653557
451000,609.8904808987744,226398.8086641926
451500,609.8900030721306,226398.83908326848
452000,609.8895312723887,226398.86911866386
452500,609.8890654235216,226398.89877521867
453000,609.8886054504719,226398.92805771116
453500,609.8881512791306,226398.95697085923
454000,609.8877028363205,226398.98551932143
454500,609.8872600497745,226399.0137076984
455000,609.8868228481647,226399.04154053092
455500,609.8863911610451,226399.0690223037
456000,609.8859649188522,226399.0961574453
456500,609.885544052914,226399.12295032735
457000,609.8851284954096,226399.14940526753
457500,609.8847181794043,226399.1755265269
458000,609.8843130387696,226399.2013183154
458500,609.8839130082316,226399.22678478833
459000,609.8835180233324,226399.25193004924
459500,609.8831280204396,226399.27675814906
460000,609.8827429367127,226399.30127308826
460500,609.8823627100866,226399.32547881798
461000,609.8819872793272,226399.34937923652
461500,609.8816165839304,226399.3729781956
462000,609.8812505641669,226399.39627949768
462500,609.8808891610532,226399.41928689773
463000,609.8805323163749,226399.44200410176
463500,609.8801799726343,226399.46443477014
464000,609.8798320730541,226399.4865825174
464500,609.8794885615799,226399.50845091202
465000,609.879149382863,226399.53004347757
465500,609.8788144822558,226399.55136369303
466000,609.8784838058004,226399.5724149934
466500,609.8781573002129,226399.59320077076
467000,609.8778349128867,226399.6137243742
467500,609.8775165918801,226399.63398911036
468000,609.8772022858964,226399.65399824484
468500,609.8768919443063,226399.6737550008
469000,609.8765855170976,226399.69326256204
469500,609.8762829549004,226399.71252407157
470000,609.8759842089694,226399.73154263254
470500,609.8756892311588,226399.75032130993
471000,609.8753979739455,226399.76886312923
471500,609.875110390402,226399.78717107786
472000,609.8748264341895,226399.80524810575
472500,609.8745460595601,226399.82309712537
473000,609.8742692213314,226399.84072101302
473500,609.8739958749024,226399.8581226081
474000,609.8737259762371,226399.875304714
474500,609.873459481837,226399.89227009984
475000,609.8731963487696,226399.9090214988
475500,609.8729365346427,226399.92556160968
476000,609.8726799975818,226399.94189309815
476500,609.8724266962663,226399.9580185948
477000,609.8721765898722,226399.97394069852
477500,609.8719296381072,226399.9896619744
478000,609.8716858011769,226400.00518495578
478500,609.8714450397988,226400.02051214344
479000,609.8712073151792,226400.03564600702
479500,609.8709725890192,226400.0505889847
480000,609.8707408234892,226400.06534348478
480500,609.8705119812502,226400.07991188427
481000,609.8702860254372,226400.09429653006
481500,609.8700629196335,226400.10849974054
482000,609.8698426278903,226400.12252380417
482500,609.8696251147238,226400.13637097992
483000,609.8694103450816,226400.1500434993
483500,609.8691982843611,226400.16354356517
484000,609.8689888983896,226400.17687335293
484500,609.8687821534385,226400.19003500987
485000,609.868578016187,226400.2030306572
485500,609.8683764537502,226400.21586238843
486000,609.8681774336508,226400.2285322711
486500,609.8679809238162,226400.24104234698
487000,609.8677868925897,226400.2533946314
487500,609.867595308706,226400.26559111476
488000,609.8674061413024,226400.27763376178
488500,609.8672193598916,226400.28952451333
489000,609.8670349343788,226400.30126528532
489500,609.8668528350535,226400.31285796914
490000,609.8666730325691,226400.32430443302
490500,609.8664954979635,226400.33560652073
491000,609.8663202026275,226400.34676605358
491500,609.8661471183137,226400.3577848299
492000,609.865976217139,226400.3686646246
492500,609.8658074715667,226400.37940719083
493000,609.865640854401,226400.3900142599
493500,609.8654763388045,226400.4004875403
494000,609.8653138982676,226400.41082871967
494500,609.8651535066161,226400.42103946424
495000,609.864995138008,226400.43112141924
495500,609.8648387669257,226400.44107620907
496000,609.8646843681736,226400.45090543776
496500,609.8645319168794,226400.46061068872
497000,609.864381388471,226400.4701935262
497500,609.8642327587011,226400.4796554939
498000,609.8640860036161,226400.48899811663
498500,609.8639410995821,226400.49822289898
499000,609.8637980232347,226400.50733132847
499500,609.863656751529,226400.51632487203
500000,609.8635172617085,226400.52520497845
500500,609.8633795312925,226400.53397307883
501000,609.863243538091,226400.54263058584
501500,609.8631092601884,226400.55117889465
502000,609.8629766759526,226400.5596193824
502500,609.862845764024,226400.56795340887
503000,609.8627165033041,226400.5761823172
503500,609.862588872968,226400.58430743316
504000,609.8624628524537,226400.59233006567
504500,609.8623384214532,226400.6002515077
505000,609.8622155599152,226400.60807303566
505500,609.8620942480508,226400.61579590934
506000,609.8619744663104,226400.6234213733
506500,609.8618561953924,226400.6309506563
507000,609.8617394162445,226400.63838497127
507500,609.8616241100475,226400.64572551622
508000,609.8615102582261,226400.6529734737
508500,609.8613978424327,226400.66013001176
509000,609.861286844557,226400.66719628326
509500,609.8611772467118,226400.674173427
510000,609.8610690312439,226400.6810625668
510500,609.8609621807087,226400.6878648131
511000,609.8608566778956,226400.6945812617
511500,609.8607525058039,226400.70121299478
512000,609.8606496476497,226400.70776108088
512500,609.860548086858,226400.71422657513
513000,609.86044780707,226400.72061051903
513500,609.8603487921223,226400.72691394153
514000,609.8602510260656,226400.73313785795
514500,609.8601544931478,226400.73928327113
515000,609.8600591778157,226400.74535117118
515500,609.8599650647078,226400.75134253607
516000,609.8598721386629,226400.75725833097
516500,609.859780384703,226400.76309950938
517000,609.8596897880464,226400.76886701235
517500,609.8596003340986,226400.7745617689
518000,609.8595120084509,226400.7801846964
518500,609.8594247968681,226400.78573670107
519000,609.8593386852967,226400.79121867754
519500,609.8592536598658,226400.7966315089
520000,609.8591697068704,226400.8019760676
520500,609.859086812786,226400.80725321462
521000,609.8590049642576,226400.81246380016
521500,609.8589241481045,226400.81760866332
522000,609.8588443512889,226400.82268863407
522500,609.8587655609603,226400.8277045306
523000,609.8586877644265,226400.8326571608
523500,609.8586109491494,226400.83754732288
524000,609.8585351027571,226400.8423758045
524500,609.8584602130245,226400.8471433839
525000,609.8583862678882,226400.85185082903
525500,609.8583132554337,226400.8564988984
526000,609.8582411638962,226400.86108834104
526500,609.8581699816555,226400.8656198966
527000,609.8580996972503,226400.87009429475
527500,609.858030299351,226400.87451225676
528000,609.8579617767784,226400.87887449434
528500,609.8578941184927,226400.88318171026
529000,609.8578273135884,226400.8874345988
529500,609.8577613513022,226400.89163384514
530000,609.8576962210096,226400.89578012566
530500,609.8576319122157,226400.89987410852
531000,609.8575684145582,226400.90391645336
531500,609.8575057178017,226400.90790781175
532000,609.8574438118529,226400.91184882633
532500,609.8573826867283,226400.91574013256
533000,609.8573223325863,226400.91958235705
533500,609.8572627397004,226400.92337611897
534000,609.8572038984717,226400.92712202936
534500,609.8571457994079,226400.9308206926
535000,609.8570884331602,226400.93447270375
535500,609.8570317904812,226400.9380786516
536000,609.8569758622443,226400.9416391171
536500,609.8569206394378,226400.94515467397
537000,609.8568661131634,226400.94862588868
537500,609.8568122746453,226400.95205331995
538000,609.8567591151937,226400.95543752093
538500,609.8567066262493,226400.95877903653
539000,609.8566547993543,226400.9620784052
539500,609.8566036261607,226400.96533615835
540000,609.8565530984229,226400.96855282094
540500,609.8565032079979,226400.97172891136
541000,609.8564539468435,226400.97486494159
541500,609.8564053070314,226400.97796141633
542000,609.8563572807202,226400.9810188348
542500,609.8563098601696,226400.98403768975
543000,609.8562630377406,226400.98701846748
543500,609.8562168058924,226400.98996164807
544000,609.8561711571721,226400.992867706
544500,609.8561260842325,226400.9957371089
545000,609.8560815797974,226400.99857032005
545500,609.8560376367047,226401.00136779546
546000,609.8559942478707,226401.004129986
546500,609.8559514063074,226401.00685733653
547000,609.8559091051103,226401.00955028666
547500,609.8558673374672,226401.01220927006
548000,609.8558260966431,226401.01483471546
548500,609.855785375997,226401.01742704565
549000,609.8557451689633,226401.01998667856
549500,609.8557054690665,226401.02251402647
550000,609.8556662699098,226401.0250094966
550500,609.8556275651771,226401.02747349106
551000,609.8555893486325,226401.02990640682
551500,609.8555516141192,226401.03230863585
552000,609.8555143555582,226401.0346805651
552500,609.8554775669452,226401.03702257687
553000,609.8554412423491,226401.0393350486
553500,609.8554053759352,226401.041618352
554000,609.8553699618969,226401.04387285648
554500,609.8553349945417,226401.04609892453
555000,609.855300468236,226401.0482969148
555500,609.8552663774129,226401.0504671817
556000,609.8552327165852,226401.0526100745
556500,609.8551994803257,226401.0547259387
557000,609.855166663279,226401.0568151153
557500,609.8551342601564,226401.0588779409
558000,609.8551022657416,226401.06091474768
558500,609.8550706748797,226401.0629258637
559000,609.8550394824751,226401.06491161342
559500,609.8550086835039,226401.06687231665
560000,609.8549782730039,226401.06880828927
560500,609.8549482460795,226401.070719843
561000,609.854918597887,226401.07260728613
561500,609.854889323652,226401.07447092264
562000,609.854860418654,226401.07631105304
562500,609.8548318782402,226401.0781279735
563000,609.8548036978118,226401.07992197684
563500,609.8547758728253,226401.0816933523
564000,609.8547483988008,226401.083442385
564500,609.8547212713279,226401.08516935573
565000,609.8546944859954,226401.08687454546
565500,609.8546680385142,226401.08855822706
566000,609.8546419246195,226401.09022067214
566500,609.8546161401038,226401.0918621485
567000,609.8545906808113,226401.09348292073
567500,609.854565542641,226401.09508324988
568000,609.854540721536,226401.09666339424
568500,609.8545162135085,226401.09822360767
569000,609.8544920146044,226401.09976414192
569500,609.8544681209257,226401.1012852451
570000,609.8544445286204,226401.10278716244
570500,609.8544212338859,226401.10427013604
571000,609.8543982329735,226401.10573440453
571500,609.8543755221749,226401.107180204
572000,609.8543530978344,226401.10860776715
572500,609.8543309563316,226401.1100173245
573000,609.8543090941025,226401.11140910292
573500,609.8542875076265,226401.1127833265
574000,609.8542661934222,226401.11414021693
574500,609.8542451480595,226401.11547999256
575000,609.8542243681421,226401.11680286957
575500,609.8542038503265,226401.11810906083
576000,609.8541835913057,226401.11939877688
576500,609.8541635878149,226401.12067222557
577000,609.8541438366266,226401.12192961233
577500,609.8541243345671,226401.12317113922
578000,609.8541050784893,226401.1243970066
578500,609.8540860652907,226401.12560741196
579000,609.854067291906,226401.12680255043
579500,609.8540487553148,226401.12798261436
580000,609.854030452525,226401.12914779413
580500,609.8540123805642,226401.13029827908
581000,609.853994536578,226401.13143425083
581500,609.8539769176608,226401.13255589438
582000,609.8539595209729,226401.13366339053
582500,609.8539423437101,226401.1347569178
583000,609.8539253831079,226401.13583665216
583500,609.8539086364319,226401.1369027677
584000,609.853892100985,226401.1379554361
584500,609.8538757741018,226401.13899482708
585000,609.8538596531484,226401.1400211083
585500,609.8538437355357,226401.14103444456
586000,609.8538280186916,226401.14203499962
586500,609.8538125000866,226401.14302293453
587000,609.8537971772198,226401.1439984085
587500,609.8537820476214,226401.14496157874
588000,609.8537671088607,226401.1459126
588500,609.853752358521,226401.14685162614
589000,609.8537377942297,226401.14777880817
589500,609.8537234136395,226401.14869429555
590000,609.8537092144329,226401.14959823582
590500,609.853695194324,226401.15049077448
591000,609.8536813510516,226401.1513720555
591500,609.8536676823873,226401.15224222073
592000,609.8536541861325,226401.15310141016
592500,609.8536408601028,226401.15394976284
593000,609.8536277021564,226401.15478741511
593500,609.8536147101722,226401.155614502
594000,609.853601882058,226401.1564311567
594500,609.8535892157448,226401.15723751095
595000,609.8535767091961,226401.15803369437
595500,609.8535643603957,226401.15881983534
596000,609.853552167352,226401.15959606064
596500,609.8535401281032,226401.1603624951
597000,609.8535282407042,226401.16111926266
597500,609.8535165032431,226401.16186648494
598000,609.8535049138274,226401.1626042825
598500,609.8534934705899,226401.1633327741
599000,609.8534821716859,226401.16405207728
599500,609.8534710152995,226401.16476230757
600000,609.8534599996303,226401.16546357964
600500,609.8534491229049,226401.16615600637
601000,609.8534383833687,226401.16683969944
601500,609.8534277792893,226401.16751476916
602000,609.8534173089608,226401.16818132412
602500,609.8534069706973,226401.16883947165
603000,609.8533967628321,226401.16948931784
603500,609.8533866837191,226401.17013096748
604000,609.8533767317349,226401.17076452397
604500,609.8533669052771,226401.17139008926
605000,609.8533572027624,226401.17200776417
605500,609.8533476226254,226401.17261764835
606000,609.8533381633254,226401.17321983993
606500,609.8533288233366,226401.17381443593
607000,609.8533196011555,226401.1744015322
607500,609.8533104952942,226401.17498122333
608000,609.8533015042794,226401.17555360324
608500,609.8532926266782,226401.17611876308
609000,609.8532838610505,226401.1766767945
609500,609.8532752059847,226401.17722778747
610000,609.853266660086,226401.17777183067
610500,609.8532582219781,226401.17830901174
611000,609.8532498903021,226401.1788394173
611500,609.8532416637148,226401.17936313272
612000,609.8532335408896,226401.1798802425
612500,609.8532255205196,226401.18039082986
613000,609.8532176013116,226401.18089497712
613500,609.8532097819896,226401.1813927655
614000,609.8532020612943,226401.18188427517
614500,609.8531944379794,226401.18236958544
615000,609.8531869108208,226401.1828487743
615500,609.8531794786026,226401.18332191918
616000,609.8531721401279,226401.18378909616
616500,609.8531648942156,226401.18425038052
617000,609.8531577396951,226401.18470584677
617500,609.8531506754166,226401.18515556806
618000,609.8531437002406,226401.185599617
618500,609.8531368130434,226401.18603806506
619000,609.8531300127161,226401.1864709829
619500,609.853123298161,226401.18689844036
620000,609.8531166682982,226401.1873205062
620500,609.8531101220589,226401.18773724843
621000,609.8531036583892,226401.1881487342
621500,609.8530972762449,226401.18855502995
622000,609.8530909745996,226401.18895620102
622500,609.853084752437,226401.1893523121
623000,609.8530786087575,226401.18974342686
623500,609.8530725425676,226401.19012960853
624000,609.8530665528885,226401.19051091943
624500,609.8530606387607,226401.1908874206
625000,609.8530547992295,226401.1912591729
625500,609.8530490333509,226401.19162623637
626000,609.8530433401997,226401.1919886699
626500,609.8530377188587,226401.1923465319
627000,609.8530321684201,226401.19269988014
627500,609.8530266879894,226401.19304877162
628000,609.8530212766813,226401.19339326266
628500,609.8530159336309,226401.1937334083
629000,609.8530106579734,226401.19406926364
629500,609.8530054488571,226401.19440088287
630000,609.8530003054433,226401.1947283194
630500,609.8529952269034,226401.19505162595
631000,609.8529902124195,226401.19537085464
631500,609.8529852611854,226401.19568605674
632000,609.8529803724014,226401.19599728318
632500,609.8529755452822,226401.19630458398
633000,609.8529707790462,226401.19660800885
633500,609.8529660729279,226401.1969076066
634000,609.852961426169,226401.1972034254
634500,609.852956838021,226401.19749551296
635000,609.852952307742,226401.19778391652
635500,609.8529478346043,226401.19806868237
636000,609.8529434178892,226401.19834985628
636500,609.8529390568817,226401.1986274838
637000,609.8529347508809,226401.19890160952
637500,609.8529304991915,226401.19917227767
638000,609.8529263011294,226401.19943953183
638500,609.8529221560165,226401.19970341522
639000,609.8529180631889,226401.19996397002
639500,609.8529140219838,226401.2002212385
640000,609.8529100317486,226401.20047526213
640500,609.852906091845,226401.20072608162
641000,609.8529022016355,226401.2009737375
641500,609.8528983604966,226401.20121826947
642000,609.8528945678055,226401.2014597172
642500,609.8528908229513,226401.20169811958
643000,609.8528871253314,226401.20193351494
643500,609.8528834743496,226401.20216594127
644000,609.8528798694222,226401.2023954357
644500,609.8528763099605,226401.20262203575
645000,609.8528727953955,226401.20284577762
645500,609.8528693251606,226401.20306669737
646000,609.8528658986944,226401.20328483073
646500,609.8528625154471,226401.20350021272
647000,609.8528591748727,226401.2037128781
647500,609.8528558764335,226401.2039228611
648000,609.8528526195983,226401.20413019555
648500,609.8528494038421,226401.20433491483
649000,609.8528462286467,226401.20453705196
649500,609.8528430935016,226401.20473663945
650000,609.8528399979002,226401.20493370952
650500,609.852836941344,226401.20512829395
651000,609.8528339233408,226401.20532042402
651500,609.8528309434055,226401.20551013062
652000,609.8528280010541,226401.20569744462
652500,609.8528250958154,226401.20588239594
653000,609.8528222272207,226401.20606501447
653500,609.8528193948084,226401.20624532958
654000,609.8528165981222,226401.20642337034
654500,609.8528138367112,226401.2065991654
655000,609.8528111101306,226401.20677274314
655500,609.8528084179394,226401.20694413158
656000,609.8528057597051,226401.2071133583
656500,609.8528031350002,226401.20728045047
657000,609.8528005434019,226401.20744543505
657500,609.8527979844908,226401.2076083387
658000,609.8527954578566,226401.2077691876
658500,609.85279296309,226401.20792800773
659000,609.8527904997918,226401.20808482455
659500,609.8527880675624,226401.20823966348
660000,609.8527856660098,226401.2083925495
660500,609.852783294749,226401.2085435071
661000,609.8527809533982,226401.20869256058
661500,609.8527786415783,226401.2088397341
662000,609.8527763589175,226401.20898505131
662500,609.8527741050531,226401.2091285353
663000,609.8527718796137,226401.2092702097
663500,609.8527696822434,226401.2094100972
664000,609.8527675125887,226401.2095482203
664500,609.8527653702995,226401.20968460126
665000,609.8527632550308,226401.20981926206
665500,609.8527611664446,226401.20995222422
666000,609.8527591042005,226401.21008350942
666500,609.8527570679681,226401.21021313866
667000,609.8527550574182,226401.21034113292
667500,609.852753072229,226401.2104675127
668000,609.8527511120781,226401.21059229848
668500,609.8527491766522,226401.21071551027
669000,609.8527472656383,226401.21083716792
669500,609.8527453787254,226401.2109572913
670000,609.8527435156149,226401.21107589937
670500,609.8527416760039,226401.21119301143
671000,609.8527398595957,226401.2113086464
671500,609.8527380660921,226401.21142282322
672000,609.8527362952161,226401.2115355595
672500,609.8527345466767,226401.21164687382
673000,609.8527328201926,226401.2117567841
673500,609.8527311154842,226401.2118653081
674000,609.8527294322785,226401.21197246318
674500,609.8527277703017,226401.21207826684
675000,609.852726129289,226401.21218273588
675500,609.852724508973,226401.21228588733
676000,609.8527229090952,226401.21238773767
676500,609.8527213293963,226401.21248830337
677000,609.8527197696226,226401.21258760066
677500,609.8527182295231,226401.2126856454
678000,609.8527167088492,226401.21278245354
678500,609.8527152073569,226401.2128780405
679000,609.852713724801,226401.21297242198
679500,609.8527122609455,226401.21306561297
680000,609.8527108155533,226401.21315762852
680500,609.8527093883928,226401.21324848346
681000,609.8527079792322,226401.2133381925
681500,609.8527065878449,226401.21342677006
682000,609.8527052140084,226401.21351423027
682500,609.8527038575011,226401.21360058733
683000,609.8527025181025,226401.21368585524
683500,609.8527011955982,226401.2137700476
684000,609.8526998897748,226401.21385317805
684500,609.852698600418,226401.2139352602
685000,609.8526973273283,226401.21401630677
685500,609.8526960702966,226401.21409633107
686000,609.8526948291208,226401.214175346
686500,609.8526936035997,226401.21425336425
687000,609.8526923935354,226401.21433039854
687500,609.8526911987357,226401.21440646108
688000,609.8526900190044,226401.21448156433
688500,609.8526888541546,226401.21455572022
689000,609.8526877039956,226401.21462894086
689500,609.8526865683452,226401.21470123786
690000,609.8526854470178,226401.21477262306
690500,609.852684339834,226401.21484310782
691000,609.8526832466159,226401.21491270352
691500,609.8526821671865,226401.21498142145
692000,609.8526811013712,226401.21504927264
692500,609.852680049,226401.215116268
693000,609.8526790099021,226401.21518241832
693500,609.852677983911,226401.21524773428
694000,609.8526769708607,226401.2153122264
694500,609.8526759705887,226401.21537590504
695000,609.8526749829326,226401.21543878055
695500,609.8526740077334,226401.215500863
696000,609.852673044835,226401.2155621624
696500,609.8526720940823,226401.21562268856
697000,609.8526711553211,226401.21568245135
697500,609.8526702284004,226401.21574146036
698000,609.8526693131708,226401.2157997251
698500,609.8526684094826,226401.21585725507
699000,609.8526675171961,226401.2159140592
699500,609.8526666361632,226401.2159701469
700000,609.8526657662442,226401.21602552713
700500,609.8526649072974,226401.2160802088
701000,609.8526640591834,226401.21613420086
701500,609.852663221767,226401.2161875119
702000,609.8526623949128,226401.21624015053
702500,609.852661578486,226401.21629212532
703000,609.8526607723593,226401.21634344442
703500,609.8526599764001,226401.21639411623
704000,609.8526591904806,226401.21644414891
704500,609.852658414474,226401.2164935505
705000,609.8526576482566,226401.21654232894
705500,609.8526568917013,226401.21659049226
706000,609.8526561446909,226401.21663804792
706500,609.8526554071005,226401.2166850039
707000,609.8526546788145,226401.21673136755
707500,609.8526539597146,226401.2167771464
708000,609.8526532496841,226401.2168223479
708500,609.8526525486095,226401.21686697923
709000,609.8526518563779,226401.21691104758
709500,609.8526511728776,226401.2169545601
710000,609.8526504979991,226401.2169975238
710500,609.8526498316326,226401.21703994556
711000,609.8526491736708,226401.21708183226
711500,609.8526485240083,226401.21712319064
712000,609.8526478825355,226401.21716402768
712500,609.8526472491582,226401.2172043493
713000,609.8526466237693,226401.2172441624
713500,609.8526460062678,226401.21728347332
714000,609.8526453965555,226401.21732228843
714500,609.8526447945327,226401.21736061398
715000,609.8526442001045,226401.21739845606
715500,609.8526436131738,226401.21743582087
716000,609.8526430336452,226401.2174727144
716500,609.8526424614275,226401.2175091426
717000,609.8526418964287,226401.2175451111
717500,609.8526413385533,226401.2175806262
718000,609.8526407877159,226401.21761569328
718500,609.8526402438267,226401.21765031794
719000,609.8526397067981,226401.21768450594
719500,609.852639176543,226401.21771826263
720000,609.8526386529749,226401.21775159368
720500,609.8526381360102,226401.21778450432
721000,609.8526376255669,226401.21781699982
721500,609.8526371215623,226401.21784908543
722000,609.852636623914,226401.21788076637
722500,609.8526361325431,226401.2179120477
723000,609.85263564737,226401.21794293445
723500,609.8526351683155,226401.21797343175
724000,609.8526346953057,226401.2180035441
724500,609.8526342282603,226401.21803327685
725000,609.8526337671065,226401.21806263455
725500,609.8526333117682,226401.21809162197
726000,609.8526328621749,226401.21812024366
726500,609.8526324182527,226401.21814850435
727000,609.8526319799274,226401.2181764087
727500,609.8526315471316,226401.21820396106
728000,609.8526311197932,226401.218231166
728500,609.8526306978465,226401.21825802766
729000,609.852630281222,226401.21828455053
729500,609.8526298698501,226401.218310739
730000,609.8526294636688,226401.21833659708
730500,609.8526290626103,226401.21836212897
731000,609.852628666611,226401.21838733883
731500,609.8526282756078,226401.2184122306
732000,609.8526278895347,226401.2184368085
732500,609.8526275083318,226401.21846107638
733000,609.8526271319369,226401.21848503817
733500,609.8526267602895,226401.21850869778
734000,609.8526263933298,226401.21853205888
734500,609.852626030999,226401.21855512535
735000,609.8526256732372,226401.21857790093
735500,609.8526253199885,226401.21860038926
736000,609.8526249711961,226401.2186225938
